Force,Position,date
213.7,383.41,Thu Aug 14 2014 11:00:00 GMT-0400 (EDT)
212.77,403.81,Thu Aug 14 2014 11:06:00 GMT-0400 (EDT)
118.35,401.67,Thu Aug 14 2014 11:12:00 GMT-0400 (EDT)
191.24,369.11,Thu Aug 14 2014 11:18:00 GMT-0400 (EDT)
214.97,516.09,Thu Aug 14 2014 11:24:00 GMT-0400 (EDT)
217.75,516.32,Thu Aug 14 2014 11:30:00 GMT-0400 (EDT)
174.72,370.59,Thu Aug 14 2014 11:36:00 GMT-0400 (EDT)
0,537.51,Thu Aug 14 2014 11:42:00 GMT-0400 (EDT)
249.03,366.15,Thu Aug 14 2014 11:48:00 GMT-0400 (EDT)
256.32,535,Thu Aug 14 2014 11:54:00 GMT-0400 (EDT)
265.73,324.51,Thu Aug 14 2014 12:00:00 GMT-0400 (EDT)
146.95,535.43,Thu Aug 14 2014 12:06:00 GMT-0400 (EDT)
140.33,516.86,Thu Aug 14 2014 12:12:00 GMT-0400 (EDT)
135.97,419.9,Thu Aug 14 2014 12:18:00 GMT-0400 (EDT)
238.31,288.66,Thu Aug 14 2014 12:24:00 GMT-0400 (EDT)
152.17,493.41,Thu Aug 14 2014 12:30:00 GMT-0400 (EDT)
0,377.91,Thu Aug 14 2014 12:36:00 GMT-0400 (EDT)
172.31,509.01,Thu Aug 14 2014 12:42:00 GMT-0400 (EDT)
126.38,399.78,Thu Aug 14 2014 12:48:00 GMT-0400 (EDT)
143.44,449.25,Thu Aug 14 2014 12:54:00 GMT-0400 (EDT)
0,387.15,Thu Aug 14 2014 13:00:00 GMT-0400 (EDT)
199.24,477.64,Thu Aug 14 2014 13:06:00 GMT-0400 (EDT)
156.52,367.07,Thu Aug 14 2014 13:12:00 GMT-0400 (EDT)
324.07,538.66,Thu Aug 14 2014 13:18:00 GMT-0400 (EDT)
200.11,515.58,Thu Aug 14 2014 13:24:00 GMT-0400 (EDT)
298.52,496.99,Thu Aug 14 2014 13:30:00 GMT-0400 (EDT)
278.93,366.25,Thu Aug 14 2014 13:36:00 GMT-0400 (EDT)
146.24,518.27,Thu Aug 14 2014 13:42:00 GMT-0400 (EDT)
131.35,384.5,Thu Aug 14 2014 13:48:00 GMT-0400 (EDT)
136.19,501.3,Thu Aug 14 2014 13:54:00 GMT-0400 (EDT)
267.19,509.17,Thu Aug 14 2014 14:00:00 GMT-0400 (EDT)
328.63,558.2,Thu Aug 14 2014 14:06:00 GMT-0400 (EDT)
236.81,297.79,Thu Aug 14 2014 14:12:00 GMT-0400 (EDT)
293.17,348.37,Thu Aug 14 2014 14:18:00 GMT-0400 (EDT)
295.81,402.02,Thu Aug 14 2014 14:24:00 GMT-0400 (EDT)
218.33,517.69,Thu Aug 14 2014 14:30:00 GMT-0400 (EDT)
136.69,393.84,Thu Aug 14 2014 14:36:00 GMT-0400 (EDT)
170.34,320.88,Thu Aug 14 2014 14:42:00 GMT-0400 (EDT)
215.49,532.1,Thu Aug 14 2014 14:48:00 GMT-0400 (EDT)
0,335.43,Thu Aug 14 2014 14:54:00 GMT-0400 (EDT)
161.74,448.07,Thu Aug 14 2014 15:00:00 GMT-0400 (EDT)
290.52,510.64,Thu Aug 14 2014 15:06:00 GMT-0400 (EDT)
207.12,360.54,Thu Aug 14 2014 15:12:00 GMT-0400 (EDT)
143.47,553.5,Thu Aug 14 2014 15:18:00 GMT-0400 (EDT)
150.9,405.76,Thu Aug 14 2014 15:24:00 GMT-0400 (EDT)
295.7,349.32,Thu Aug 14 2014 15:30:00 GMT-0400 (EDT)
237.42,340.87,Thu Aug 14 2014 15:36:00 GMT-0400 (EDT)
185.09,481.08,Thu Aug 14 2014 15:42:00 GMT-0400 (EDT)
108.56,526.55,Thu Aug 14 2014 15:48:00 GMT-0400 (EDT)
346.7,495.24,Thu Aug 14 2014 15:54:00 GMT-0400 (EDT)
0,359.34,Thu Aug 14 2014 16:00:00 GMT-0400 (EDT)
149.5,557.63,Thu Aug 14 2014 16:06:00 GMT-0400 (EDT)
264.81,304.74,Thu Aug 14 2014 16:12:00 GMT-0400 (EDT)
251.79,385.46,Thu Aug 14 2014 16:18:00 GMT-0400 (EDT)
197.43,471.76,Thu Aug 14 2014 16:24:00 GMT-0400 (EDT)
253.69,305.18,Thu Aug 14 2014 16:30:00 GMT-0400 (EDT)
0,306.17,Thu Aug 14 2014 16:36:00 GMT-0400 (EDT)
208.21,446.69,Thu Aug 14 2014 16:42:00 GMT-0400 (EDT)
177.4,470.72,Thu Aug 14 2014 16:48:00 GMT-0400 (EDT)
304.01,356.63,Thu Aug 14 2014 16:54:00 GMT-0400 (EDT)
318.86,459.54,Thu Aug 14 2014 17:00:00 GMT-0400 (EDT)
338.36,434.25,Thu Aug 14 2014 17:06:00 GMT-0400 (EDT)
171.67,433.03,Thu Aug 14 2014 17:12:00 GMT-0400 (EDT)
338.11,485.95,Thu Aug 14 2014 17:18:00 GMT-0400 (EDT)
0,395.89,Thu Aug 14 2014 17:24:00 GMT-0400 (EDT)
200.17,458.19,Thu Aug 14 2014 17:30:00 GMT-0400 (EDT)
276.54,375.03,Thu Aug 14 2014 17:36:00 GMT-0400 (EDT)
137.25,319.2,Thu Aug 14 2014 17:42:00 GMT-0400 (EDT)
0,476.02,Thu Aug 14 2014 17:48:00 GMT-0400 (EDT)
127.29,304.31,Thu Aug 14 2014 17:54:00 GMT-0400 (EDT)
0,398.77,Thu Aug 14 2014 18:00:00 GMT-0400 (EDT)
205.4,313.15,Thu Aug 14 2014 18:06:00 GMT-0400 (EDT)
365.09,372.98,Thu Aug 14 2014 18:12:00 GMT-0400 (EDT)
255.7,354.34,Thu Aug 14 2014 18:18:00 GMT-0400 (EDT)
179.67,494.05,Thu Aug 14 2014 18:24:00 GMT-0400 (EDT)
284.59,487.95,Thu Aug 14 2014 18:30:00 GMT-0400 (EDT)
270.46,487.78,Thu Aug 14 2014 18:36:00 GMT-0400 (EDT)
350.31,392.13,Thu Aug 14 2014 18:42:00 GMT-0400 (EDT)
161.92,444.32,Thu Aug 14 2014 18:48:00 GMT-0400 (EDT)
0,395.98,Thu Aug 14 2014 18:54:00 GMT-0400 (EDT)
299.28,554.37,Thu Aug 14 2014 19:00:00 GMT-0400 (EDT)
151.83,417.42,Thu Aug 14 2014 19:06:00 GMT-0400 (EDT)
289.25,326.03,Thu Aug 14 2014 19:12:00 GMT-0400 (EDT)
0,529.94,Thu Aug 14 2014 19:18:00 GMT-0400 (EDT)
0,308.97,Thu Aug 14 2014 19:24:00 GMT-0400 (EDT)
341.77,361.18,Thu Aug 14 2014 19:30:00 GMT-0400 (EDT)
317.63,336.88,Thu Aug 14 2014 19:36:00 GMT-0400 (EDT)
0,379.24,Thu Aug 14 2014 19:42:00 GMT-0400 (EDT)
170.53,365.97,Thu Aug 14 2014 19:48:00 GMT-0400 (EDT)
0,497.01,Thu Aug 14 2014 19:54:00 GMT-0400 (EDT)
352.7,474.67,Thu Aug 14 2014 20:00:00 GMT-0400 (EDT)
0,566.11,Thu Aug 14 2014 20:06:00 GMT-0400 (EDT)
186.46,389.15,Thu Aug 14 2014 20:12:00 GMT-0400 (EDT)
284.27,411.77,Thu Aug 14 2014 20:18:00 GMT-0400 (EDT)
246.3,429.14,Thu Aug 14 2014 20:24:00 GMT-0400 (EDT)
322.02,548.58,Thu Aug 14 2014 20:30:00 GMT-0400 (EDT)
176.26,458.54,Thu Aug 14 2014 20:36:00 GMT-0400 (EDT)
271.87,416.91,Thu Aug 14 2014 20:42:00 GMT-0400 (EDT)
247.1,422.46,Thu Aug 14 2014 20:48:00 GMT-0400 (EDT)
385.41,555.86,Thu Aug 14 2014 20:54:00 GMT-0400 (EDT)
213.71,459.91,Thu Aug 14 2014 21:00:00 GMT-0400 (EDT)
182.8,410.49,Thu Aug 14 2014 21:06:00 GMT-0400 (EDT)
282.28,455.34,Thu Aug 14 2014 21:12:00 GMT-0400 (EDT)
258.75,568.12,Thu Aug 14 2014 21:18:00 GMT-0400 (EDT)
207.48,511.67,Thu Aug 14 2014 21:24:00 GMT-0400 (EDT)
239.41,326.34,Thu Aug 14 2014 21:30:00 GMT-0400 (EDT)
268.37,407.41,Thu Aug 14 2014 21:36:00 GMT-0400 (EDT)
347.67,514.67,Thu Aug 14 2014 21:42:00 GMT-0400 (EDT)
0,358.37,Thu Aug 14 2014 21:48:00 GMT-0400 (EDT)
187.75,397.72,Thu Aug 14 2014 21:54:00 GMT-0400 (EDT)
0,361.51,Thu Aug 14 2014 22:00:00 GMT-0400 (EDT)
320.39,306.06,Thu Aug 14 2014 22:06:00 GMT-0400 (EDT)
337.5,358.87,Thu Aug 14 2014 22:12:00 GMT-0400 (EDT)
178.99,428.56,Thu Aug 14 2014 22:18:00 GMT-0400 (EDT)
221.86,488.29,Thu Aug 14 2014 22:24:00 GMT-0400 (EDT)
227.9,429.5,Thu Aug 14 2014 22:30:00 GMT-0400 (EDT)
190.57,339.89,Thu Aug 14 2014 22:36:00 GMT-0400 (EDT)
328.54,525.46,Thu Aug 14 2014 22:42:00 GMT-0400 (EDT)
296.54,328.93,Thu Aug 14 2014 22:48:00 GMT-0400 (EDT)
290.38,340.08,Thu Aug 14 2014 22:54:00 GMT-0400 (EDT)
394.17,539.26,Thu Aug 14 2014 23:00:00 GMT-0400 (EDT)
0,489.92,Thu Aug 14 2014 23:06:00 GMT-0400 (EDT)
325.29,446.29,Thu Aug 14 2014 23:12:00 GMT-0400 (EDT)
358.41,476.96,Thu Aug 14 2014 23:18:00 GMT-0400 (EDT)
323.9,534.54,Thu Aug 14 2014 23:24:00 GMT-0400 (EDT)
413.3,310.03,Thu Aug 14 2014 23:30:00 GMT-0400 (EDT)
405.01,446.6,Thu Aug 14 2014 23:36:00 GMT-0400 (EDT)
352.56,411.51,Thu Aug 14 2014 23:42:00 GMT-0400 (EDT)
0,326.15,Thu Aug 14 2014 23:48:00 GMT-0400 (EDT)
280.52,504.69,Thu Aug 14 2014 23:54:00 GMT-0400 (EDT)
181.36,519.38,Fri Aug 15 2014 00:00:00 GMT-0400 (EDT)
253.2,500.26,Fri Aug 15 2014 00:06:00 GMT-0400 (EDT)
0,340.59,Fri Aug 15 2014 00:12:00 GMT-0400 (EDT)
402.89,398.15,Fri Aug 15 2014 00:18:00 GMT-0400 (EDT)
320.77,547.46,Fri Aug 15 2014 00:24:00 GMT-0400 (EDT)
423.95,494.26,Fri Aug 15 2014 00:30:00 GMT-0400 (EDT)
403.62,373.96,Fri Aug 15 2014 00:36:00 GMT-0400 (EDT)
292.88,316.76,Fri Aug 15 2014 00:42:00 GMT-0400 (EDT)
0,381.96,Fri Aug 15 2014 00:48:00 GMT-0400 (EDT)
350.35,516.04,Fri Aug 15 2014 00:54:00 GMT-0400 (EDT)
0,430.22,Fri Aug 15 2014 01:00:00 GMT-0400 (EDT)
306.67,568.07,Fri Aug 15 2014 01:06:00 GMT-0400 (EDT)
332.57,332.99,Fri Aug 15 2014 01:12:00 GMT-0400 (EDT)
391.89,315.46,Fri Aug 15 2014 01:18:00 GMT-0400 (EDT)
334.98,479.67,Fri Aug 15 2014 01:24:00 GMT-0400 (EDT)
0,372.73,Fri Aug 15 2014 01:30:00 GMT-0400 (EDT)
249.17,517.87,Fri Aug 15 2014 01:36:00 GMT-0400 (EDT)
405.35,503.54,Fri Aug 15 2014 01:42:00 GMT-0400 (EDT)
365.23,420.82,Fri Aug 15 2014 01:48:00 GMT-0400 (EDT)
329.44,379.04,Fri Aug 15 2014 01:54:00 GMT-0400 (EDT)
342.44,459.23,Fri Aug 15 2014 02:00:00 GMT-0400 (EDT)
379.06,530.76,Fri Aug 15 2014 02:06:00 GMT-0400 (EDT)
239.43,522.25,Fri Aug 15 2014 02:12:00 GMT-0400 (EDT)
232.13,412.94,Fri Aug 15 2014 02:18:00 GMT-0400 (EDT)
249.79,431.06,Fri Aug 15 2014 02:24:00 GMT-0400 (EDT)
386.66,583.28,Fri Aug 15 2014 02:30:00 GMT-0400 (EDT)
291.14,560.74,Fri Aug 15 2014 02:36:00 GMT-0400 (EDT)
207.05,515.28,Fri Aug 15 2014 02:42:00 GMT-0400 (EDT)
288.88,373.83,Fri Aug 15 2014 02:48:00 GMT-0400 (EDT)
423.04,332.88,Fri Aug 15 2014 02:54:00 GMT-0400 (EDT)
332.23,340.15,Fri Aug 15 2014 03:00:00 GMT-0400 (EDT)
397.57,389.52,Fri Aug 15 2014 03:06:00 GMT-0400 (EDT)
266.21,359.33,Fri Aug 15 2014 03:12:00 GMT-0400 (EDT)
0,414.63,Fri Aug 15 2014 03:18:00 GMT-0400 (EDT)
0,498.15,Fri Aug 15 2014 03:24:00 GMT-0400 (EDT)
334.37,343.97,Fri Aug 15 2014 03:30:00 GMT-0400 (EDT)
283.23,559.12,Fri Aug 15 2014 03:36:00 GMT-0400 (EDT)
406.08,446.78,Fri Aug 15 2014 03:42:00 GMT-0400 (EDT)
0,463.35,Fri Aug 15 2014 03:48:00 GMT-0400 (EDT)
355.85,338.76,Fri Aug 15 2014 03:54:00 GMT-0400 (EDT)
278.92,354.19,Fri Aug 15 2014 04:00:00 GMT-0400 (EDT)
0,327.66,Fri Aug 15 2014 04:06:00 GMT-0400 (EDT)
441.71,395.18,Fri Aug 15 2014 04:12:00 GMT-0400 (EDT)
244.14,527.01,Fri Aug 15 2014 04:18:00 GMT-0400 (EDT)
352.57,571.81,Fri Aug 15 2014 04:24:00 GMT-0400 (EDT)
407.78,322.04,Fri Aug 15 2014 04:30:00 GMT-0400 (EDT)
254.79,336.49,Fri Aug 15 2014 04:36:00 GMT-0400 (EDT)
429.52,502.33,Fri Aug 15 2014 04:42:00 GMT-0400 (EDT)
439.99,475.25,Fri Aug 15 2014 04:48:00 GMT-0400 (EDT)
267.1,385.02,Fri Aug 15 2014 04:54:00 GMT-0400 (EDT)
412.4,559.22,Fri Aug 15 2014 05:00:00 GMT-0400 (EDT)
290.09,443.56,Fri Aug 15 2014 05:06:00 GMT-0400 (EDT)
238.26,485.29,Fri Aug 15 2014 05:12:00 GMT-0400 (EDT)
413.98,409,Fri Aug 15 2014 05:18:00 GMT-0400 (EDT)
440.77,359.79,Fri Aug 15 2014 05:24:00 GMT-0400 (EDT)
425.14,571.26,Fri Aug 15 2014 05:30:00 GMT-0400 (EDT)
304.7,577.51,Fri Aug 15 2014 05:36:00 GMT-0400 (EDT)
256.44,588.4,Fri Aug 15 2014 05:42:00 GMT-0400 (EDT)
344.5,384.59,Fri Aug 15 2014 05:48:00 GMT-0400 (EDT)
282.21,424.88,Fri Aug 15 2014 05:54:00 GMT-0400 (EDT)
234.4,516.11,Fri Aug 15 2014 06:00:00 GMT-0400 (EDT)
257.22,329.73,Fri Aug 15 2014 06:06:00 GMT-0400 (EDT)
242.02,482.53,Fri Aug 15 2014 06:12:00 GMT-0400 (EDT)
274.48,418.53,Fri Aug 15 2014 06:18:00 GMT-0400 (EDT)
364.22,447.07,Fri Aug 15 2014 06:24:00 GMT-0400 (EDT)
408.88,365.18,Fri Aug 15 2014 06:30:00 GMT-0400 (EDT)
414.69,371.32,Fri Aug 15 2014 06:36:00 GMT-0400 (EDT)
250.7,479.45,Fri Aug 15 2014 06:42:00 GMT-0400 (EDT)
245.68,437.61,Fri Aug 15 2014 06:48:00 GMT-0400 (EDT)
260.43,408.97,Fri Aug 15 2014 06:54:00 GMT-0400 (EDT)
335.43,450.96,Fri Aug 15 2014 07:00:00 GMT-0400 (EDT)
296.17,434.89,Fri Aug 15 2014 07:06:00 GMT-0400 (EDT)
361.4,563.86,Fri Aug 15 2014 07:12:00 GMT-0400 (EDT)
465.32,437.93,Fri Aug 15 2014 07:18:00 GMT-0400 (EDT)
287.38,527.68,Fri Aug 15 2014 07:24:00 GMT-0400 (EDT)
383.71,401.44,Fri Aug 15 2014 07:30:00 GMT-0400 (EDT)
286.42,394.2,Fri Aug 15 2014 07:36:00 GMT-0400 (EDT)
311.68,370.64,Fri Aug 15 2014 07:42:00 GMT-0400 (EDT)
399.07,488.56,Fri Aug 15 2014 07:48:00 GMT-0400 (EDT)
0,493.2,Fri Aug 15 2014 07:54:00 GMT-0400 (EDT)
493.32,581.25,Fri Aug 15 2014 08:00:00 GMT-0400 (EDT)
471.25,590.08,Fri Aug 15 2014 08:06:00 GMT-0400 (EDT)
439.69,544.57,Fri Aug 15 2014 08:12:00 GMT-0400 (EDT)
0,491.29,Fri Aug 15 2014 08:18:00 GMT-0400 (EDT)
475.94,566.49,Fri Aug 15 2014 08:24:00 GMT-0400 (EDT)
379.29,470.39,Fri Aug 15 2014 08:30:00 GMT-0400 (EDT)
309.8,457.24,Fri Aug 15 2014 08:36:00 GMT-0400 (EDT)
0,397.07,Fri Aug 15 2014 08:42:00 GMT-0400 (EDT)
342.32,532.39,Fri Aug 15 2014 08:48:00 GMT-0400 (EDT)
498.6,487.88,Fri Aug 15 2014 08:54:00 GMT-0400 (EDT)
414,331.35,Fri Aug 15 2014 09:00:00 GMT-0400 (EDT)
383.75,509.52,Fri Aug 15 2014 09:06:00 GMT-0400 (EDT)
444.84,591.68,Fri Aug 15 2014 09:12:00 GMT-0400 (EDT)
320.94,465.13,Fri Aug 15 2014 09:18:00 GMT-0400 (EDT)
419.51,491.59,Fri Aug 15 2014 09:24:00 GMT-0400 (EDT)
334.02,522.21,Fri Aug 15 2014 09:30:00 GMT-0400 (EDT)
0,349.77,Fri Aug 15 2014 09:36:00 GMT-0400 (EDT)
489.27,383.52,Fri Aug 15 2014 09:42:00 GMT-0400 (EDT)
267.59,570.41,Fri Aug 15 2014 09:48:00 GMT-0400 (EDT)
440.36,542.17,Fri Aug 15 2014 09:54:00 GMT-0400 (EDT)
450.34,582.79,Fri Aug 15 2014 10:00:00 GMT-0400 (EDT)
337.15,413.89,Fri Aug 15 2014 10:06:00 GMT-0400 (EDT)
0,567.68,Fri Aug 15 2014 10:12:00 GMT-0400 (EDT)
0,556.73,Fri Aug 15 2014 10:18:00 GMT-0400 (EDT)
335.47,556.87,Fri Aug 15 2014 10:24:00 GMT-0400 (EDT)
437.16,448.69,Fri Aug 15 2014 10:30:00 GMT-0400 (EDT)
487.95,478.49,Fri Aug 15 2014 10:36:00 GMT-0400 (EDT)
376.18,582.96,Fri Aug 15 2014 10:42:00 GMT-0400 (EDT)
0,498.89,Fri Aug 15 2014 10:48:00 GMT-0400 (EDT)
359.41,337.12,Fri Aug 15 2014 10:54:00 GMT-0400 (EDT)
338.64,406.55,Fri Aug 15 2014 11:00:00 GMT-0400 (EDT)
330.79,370.31,Fri Aug 15 2014 11:06:00 GMT-0400 (EDT)
331.46,526.96,Fri Aug 15 2014 11:12:00 GMT-0400 (EDT)
517.28,348.88,Fri Aug 15 2014 11:18:00 GMT-0400 (EDT)
410.08,455.78,Fri Aug 15 2014 11:24:00 GMT-0400 (EDT)
317.24,518.72,Fri Aug 15 2014 11:30:00 GMT-0400 (EDT)
497.73,482.38,Fri Aug 15 2014 11:36:00 GMT-0400 (EDT)
0,383.64,Fri Aug 15 2014 11:42:00 GMT-0400 (EDT)
408.31,361.31,Fri Aug 15 2014 11:48:00 GMT-0400 (EDT)
441.93,389.77,Fri Aug 15 2014 11:54:00 GMT-0400 (EDT)
510.29,437.3,Fri Aug 15 2014 12:00:00 GMT-0400 (EDT)
523.12,585.97,Fri Aug 15 2014 12:06:00 GMT-0400 (EDT)
304.69,523.15,Fri Aug 15 2014 12:12:00 GMT-0400 (EDT)
0,383.2,Fri Aug 15 2014 12:18:00 GMT-0400 (EDT)
296.36,550.2,Fri Aug 15 2014 12:24:00 GMT-0400 (EDT)
307.82,451.74,Fri Aug 15 2014 12:30:00 GMT-0400 (EDT)
416.3,528.63,Fri Aug 15 2014 12:36:00 GMT-0400 (EDT)
414.66,425.99,Fri Aug 15 2014 12:42:00 GMT-0400 (EDT)
468.26,486.83,Fri Aug 15 2014 12:48:00 GMT-0400 (EDT)
296.64,610.95,Fri Aug 15 2014 12:54:00 GMT-0400 (EDT)
467.61,522.71,Fri Aug 15 2014 13:00:00 GMT-0400 (EDT)
411.41,580.13,Fri Aug 15 2014 13:06:00 GMT-0400 (EDT)
391.32,434.45,Fri Aug 15 2014 13:12:00 GMT-0400 (EDT)
427.4,455.32,Fri Aug 15 2014 13:18:00 GMT-0400 (EDT)
536,539.17,Fri Aug 15 2014 13:24:00 GMT-0400 (EDT)
371.38,612.93,Fri Aug 15 2014 13:30:00 GMT-0400 (EDT)
347.07,471.35,Fri Aug 15 2014 13:36:00 GMT-0400 (EDT)
359.75,429.39,Fri Aug 15 2014 13:42:00 GMT-0400 (EDT)
509.79,501.85,Fri Aug 15 2014 13:48:00 GMT-0400 (EDT)
482.58,549.42,Fri Aug 15 2014 13:54:00 GMT-0400 (EDT)
338.88,448.11,Fri Aug 15 2014 14:00:00 GMT-0400 (EDT)
453.71,399.38,Fri Aug 15 2014 14:06:00 GMT-0400 (EDT)
0,446.69,Fri Aug 15 2014 14:12:00 GMT-0400 (EDT)
537.49,358.15,Fri Aug 15 2014 14:18:00 GMT-0400 (EDT)
307.74,457.51,Fri Aug 15 2014 14:24:00 GMT-0400 (EDT)
318.02,530.33,Fri Aug 15 2014 14:30:00 GMT-0400 (EDT)
476.81,482.98,Fri Aug 15 2014 14:36:00 GMT-0400 (EDT)
370.25,538.77,Fri Aug 15 2014 14:42:00 GMT-0400 (EDT)
462.76,423.61,Fri Aug 15 2014 14:48:00 GMT-0400 (EDT)
307.89,531.46,Fri Aug 15 2014 14:54:00 GMT-0400 (EDT)
433.7,590.57,Fri Aug 15 2014 15:00:00 GMT-0400 (EDT)
318.61,537.66,Fri Aug 15 2014 15:06:00 GMT-0400 (EDT)
354.38,382.61,Fri Aug 15 2014 15:12:00 GMT-0400 (EDT)
439.24,524.29,Fri Aug 15 2014 15:18:00 GMT-0400 (EDT)
0,444,Fri Aug 15 2014 15:24:00 GMT-0400 (EDT)
411.99,479.12,Fri Aug 15 2014 15:30:00 GMT-0400 (EDT)
368.28,454.44,Fri Aug 15 2014 15:36:00 GMT-0400 (EDT)
361.03,608.81,Fri Aug 15 2014 15:42:00 GMT-0400 (EDT)
431.06,378.22,Fri Aug 15 2014 15:48:00 GMT-0400 (EDT)
424.06,495.82,Fri Aug 15 2014 15:54:00 GMT-0400 (EDT)
0,469.97,Fri Aug 15 2014 16:00:00 GMT-0400 (EDT)
422.72,389.41,Fri Aug 15 2014 16:06:00 GMT-0400 (EDT)
516.8,491.3,Fri Aug 15 2014 16:12:00 GMT-0400 (EDT)
474.18,435.68,Fri Aug 15 2014 16:18:00 GMT-0400 (EDT)
346.64,557.78,Fri Aug 15 2014 16:24:00 GMT-0400 (EDT)
551.02,362.49,Fri Aug 15 2014 16:30:00 GMT-0400 (EDT)
551.76,514.03,Fri Aug 15 2014 16:36:00 GMT-0400 (EDT)
543.43,521.68,Fri Aug 15 2014 16:42:00 GMT-0400 (EDT)
403.11,372.48,Fri Aug 15 2014 16:48:00 GMT-0400 (EDT)
472.88,578.25,Fri Aug 15 2014 16:54:00 GMT-0400 (EDT)
518.67,579.01,Fri Aug 15 2014 17:00:00 GMT-0400 (EDT)
410.6,550.81,Fri Aug 15 2014 17:06:00 GMT-0400 (EDT)
494.82,602.35,Fri Aug 15 2014 17:12:00 GMT-0400 (EDT)
529.49,527.27,Fri Aug 15 2014 17:18:00 GMT-0400 (EDT)
485.7,621.53,Fri Aug 15 2014 17:24:00 GMT-0400 (EDT)
453.14,547.87,Fri Aug 15 2014 17:30:00 GMT-0400 (EDT)
560.11,363.51,Fri Aug 15 2014 17:36:00 GMT-0400 (EDT)
544.9,351.85,Fri Aug 15 2014 17:42:00 GMT-0400 (EDT)
341.13,576.95,Fri Aug 15 2014 17:48:00 GMT-0400 (EDT)
431.71,444.02,Fri Aug 15 2014 17:54:00 GMT-0400 (EDT)
389.99,424.37,Fri Aug 15 2014 18:00:00 GMT-0400 (EDT)
341.02,378.83,Fri Aug 15 2014 18:06:00 GMT-0400 (EDT)
393.57,398.54,Fri Aug 15 2014 18:12:00 GMT-0400 (EDT)
409.86,455.6,Fri Aug 15 2014 18:18:00 GMT-0400 (EDT)
545.24,581.32,Fri Aug 15 2014 18:24:00 GMT-0400 (EDT)
361.94,560.36,Fri Aug 15 2014 18:30:00 GMT-0400 (EDT)
0,617.77,Fri Aug 15 2014 18:36:00 GMT-0400 (EDT)
0,541.4,Fri Aug 15 2014 18:42:00 GMT-0400 (EDT)
527.97,444.88,Fri Aug 15 2014 18:48:00 GMT-0400 (EDT)
385.54,500.22,Fri Aug 15 2014 18:54:00 GMT-0400 (EDT)
415.1,557.68,Fri Aug 15 2014 19:00:00 GMT-0400 (EDT)
535.19,605.21,Fri Aug 15 2014 19:06:00 GMT-0400 (EDT)
467.69,386.6,Fri Aug 15 2014 19:12:00 GMT-0400 (EDT)
526.4,411.66,Fri Aug 15 2014 19:18:00 GMT-0400 (EDT)
450.84,443.33,Fri Aug 15 2014 19:24:00 GMT-0400 (EDT)
