Force,Position,date
283.23,559.12,Tue Jul 15 2014 03:36:00 GMT-0400 (EDT)
406.08,446.78,Tue Jul 15 2014 03:42:00 GMT-0400 (EDT)
0,463.35,Tue Jul 15 2014 03:48:00 GMT-0400 (EDT)
355.85,338.76,Tue Jul 15 2014 03:54:00 GMT-0400 (EDT)
278.92,354.19,Tue Jul 15 2014 04:00:00 GMT-0400 (EDT)
0,327.66,Tue Jul 15 2014 04:06:00 GMT-0400 (EDT)
441.71,395.18,Tue Jul 15 2014 04:12:00 GMT-0400 (EDT)
244.14,527.01,Tue Jul 15 2014 04:18:00 GMT-0400 (EDT)
352.57,571.81,Tue Jul 15 2014 04:24:00 GMT-0400 (EDT)
407.78,322.04,Tue Jul 15 2014 04:30:00 GMT-0400 (EDT)
254.79,336.49,Tue Jul 15 2014 04:36:00 GMT-0400 (EDT)
429.52,502.33,Tue Jul 15 2014 04:42:00 GMT-0400 (EDT)
439.99,475.25,Tue Jul 15 2014 04:48:00 GMT-0400 (EDT)
267.1,385.02,Tue Jul 15 2014 04:54:00 GMT-0400 (EDT)
412.4,559.22,Tue Jul 15 2014 05:00:00 GMT-0400 (EDT)
290.09,443.56,Tue Jul 15 2014 05:06:00 GMT-0400 (EDT)
238.26,485.29,Tue Jul 15 2014 05:12:00 GMT-0400 (EDT)
413.98,409,Tue Jul 15 2014 05:18:00 GMT-0400 (EDT)
440.77,359.79,Tue Jul 15 2014 05:24:00 GMT-0400 (EDT)
425.14,571.26,Tue Jul 15 2014 05:30:00 GMT-0400 (EDT)
304.7,577.51,Tue Jul 15 2014 05:36:00 GMT-0400 (EDT)
256.44,588.4,Tue Jul 15 2014 05:42:00 GMT-0400 (EDT)
344.5,384.59,Tue Jul 15 2014 05:48:00 GMT-0400 (EDT)
282.21,424.88,Tue Jul 15 2014 05:54:00 GMT-0400 (EDT)
234.4,516.11,Tue Jul 15 2014 06:00:00 GMT-0400 (EDT)
257.22,329.73,Tue Jul 15 2014 06:06:00 GMT-0400 (EDT)
242.02,482.53,Tue Jul 15 2014 06:12:00 GMT-0400 (EDT)
274.48,418.53,Tue Jul 15 2014 06:18:00 GMT-0400 (EDT)
364.22,447.07,Tue Jul 15 2014 06:24:00 GMT-0400 (EDT)
408.88,365.18,Tue Jul 15 2014 06:30:00 GMT-0400 (EDT)
414.69,371.32,Tue Jul 15 2014 06:36:00 GMT-0400 (EDT)
250.7,479.45,Tue Jul 15 2014 06:42:00 GMT-0400 (EDT)
245.68,437.61,Tue Jul 15 2014 06:48:00 GMT-0400 (EDT)
260.43,408.97,Tue Jul 15 2014 06:54:00 GMT-0400 (EDT)
335.43,450.96,Tue Jul 15 2014 07:00:00 GMT-0400 (EDT)
296.17,434.89,Tue Jul 15 2014 07:06:00 GMT-0400 (EDT)
361.4,563.86,Tue Jul 15 2014 07:12:00 GMT-0400 (EDT)
465.32,437.93,Tue Jul 15 2014 07:18:00 GMT-0400 (EDT)
287.38,527.68,Tue Jul 15 2014 07:24:00 GMT-0400 (EDT)
383.71,401.44,Tue Jul 15 2014 07:30:00 GMT-0400 (EDT)
286.42,394.2,Tue Jul 15 2014 07:36:00 GMT-0400 (EDT)
311.68,370.64,Tue Jul 15 2014 07:42:00 GMT-0400 (EDT)
399.07,488.56,Tue Jul 15 2014 07:48:00 GMT-0400 (EDT)
0,493.2,Tue Jul 15 2014 07:54:00 GMT-0400 (EDT)
493.32,581.25,Tue Jul 15 2014 08:00:00 GMT-0400 (EDT)
471.25,590.08,Tue Jul 15 2014 08:06:00 GMT-0400 (EDT)
439.69,544.57,Tue Jul 15 2014 08:12:00 GMT-0400 (EDT)
0,491.29,Tue Jul 15 2014 08:18:00 GMT-0400 (EDT)
475.94,566.49,Tue Jul 15 2014 08:24:00 GMT-0400 (EDT)
379.29,470.39,Tue Jul 15 2014 08:30:00 GMT-0400 (EDT)
309.8,457.24,Tue Jul 15 2014 08:36:00 GMT-0400 (EDT)
0,397.07,Tue Jul 15 2014 08:42:00 GMT-0400 (EDT)
342.32,532.39,Tue Jul 15 2014 08:48:00 GMT-0400 (EDT)
498.6,487.88,Tue Jul 15 2014 08:54:00 GMT-0400 (EDT)
414,331.35,Tue Jul 15 2014 09:00:00 GMT-0400 (EDT)
383.75,509.52,Tue Jul 15 2014 09:06:00 GMT-0400 (EDT)
444.84,591.68,Tue Jul 15 2014 09:12:00 GMT-0400 (EDT)
320.94,465.13,Tue Jul 15 2014 09:18:00 GMT-0400 (EDT)
419.51,491.59,Tue Jul 15 2014 09:24:00 GMT-0400 (EDT)
334.02,522.21,Tue Jul 15 2014 09:30:00 GMT-0400 (EDT)
0,349.77,Tue Jul 15 2014 09:36:00 GMT-0400 (EDT)
489.27,383.52,Tue Jul 15 2014 09:42:00 GMT-0400 (EDT)
267.59,570.41,Tue Jul 15 2014 09:48:00 GMT-0400 (EDT)
440.36,542.17,Tue Jul 15 2014 09:54:00 GMT-0400 (EDT)
450.34,582.79,Tue Jul 15 2014 10:00:00 GMT-0400 (EDT)
337.15,413.89,Tue Jul 15 2014 10:06:00 GMT-0400 (EDT)
0,567.68,Tue Jul 15 2014 10:12:00 GMT-0400 (EDT)
0,556.73,Tue Jul 15 2014 10:18:00 GMT-0400 (EDT)
335.47,556.87,Tue Jul 15 2014 10:24:00 GMT-0400 (EDT)
437.16,448.69,Tue Jul 15 2014 10:30:00 GMT-0400 (EDT)
487.95,478.49,Tue Jul 15 2014 10:36:00 GMT-0400 (EDT)
376.18,582.96,Tue Jul 15 2014 10:42:00 GMT-0400 (EDT)
0,498.89,Tue Jul 15 2014 10:48:00 GMT-0400 (EDT)
359.41,337.12,Tue Jul 15 2014 10:54:00 GMT-0400 (EDT)
338.64,406.55,Tue Jul 15 2014 11:00:00 GMT-0400 (EDT)
330.79,370.31,Tue Jul 15 2014 11:06:00 GMT-0400 (EDT)
331.46,526.96,Tue Jul 15 2014 11:12:00 GMT-0400 (EDT)
517.28,348.88,Tue Jul 15 2014 11:18:00 GMT-0400 (EDT)
410.08,455.78,Tue Jul 15 2014 11:24:00 GMT-0400 (EDT)
317.24,518.72,Tue Jul 15 2014 11:30:00 GMT-0400 (EDT)
497.73,482.38,Tue Jul 15 2014 11:36:00 GMT-0400 (EDT)
0,383.64,Tue Jul 15 2014 11:42:00 GMT-0400 (EDT)
408.31,361.31,Tue Jul 15 2014 11:48:00 GMT-0400 (EDT)
441.93,389.77,Tue Jul 15 2014 11:54:00 GMT-0400 (EDT)
510.29,437.3,Tue Jul 15 2014 12:00:00 GMT-0400 (EDT)
523.12,585.97,Tue Jul 15 2014 12:06:00 GMT-0400 (EDT)
304.69,523.15,Tue Jul 15 2014 12:12:00 GMT-0400 (EDT)
0,383.2,Tue Jul 15 2014 12:18:00 GMT-0400 (EDT)
296.36,550.2,Tue Jul 15 2014 12:24:00 GMT-0400 (EDT)
307.82,451.74,Tue Jul 15 2014 12:30:00 GMT-0400 (EDT)
416.3,528.63,Tue Jul 15 2014 12:36:00 GMT-0400 (EDT)
414.66,425.99,Tue Jul 15 2014 12:42:00 GMT-0400 (EDT)
468.26,486.83,Tue Jul 15 2014 12:48:00 GMT-0400 (EDT)
296.64,610.95,Tue Jul 15 2014 12:54:00 GMT-0400 (EDT)
467.61,522.71,Tue Jul 15 2014 13:00:00 GMT-0400 (EDT)
411.41,580.13,Tue Jul 15 2014 13:06:00 GMT-0400 (EDT)
391.32,434.45,Tue Jul 15 2014 13:12:00 GMT-0400 (EDT)
427.4,455.32,Tue Jul 15 2014 13:18:00 GMT-0400 (EDT)
536,539.17,Tue Jul 15 2014 13:24:00 GMT-0400 (EDT)
371.38,612.93,Tue Jul 15 2014 13:30:00 GMT-0400 (EDT)
347.07,471.35,Tue Jul 15 2014 13:36:00 GMT-0400 (EDT)
359.75,429.39,Tue Jul 15 2014 13:42:00 GMT-0400 (EDT)
509.79,501.85,Tue Jul 15 2014 13:48:00 GMT-0400 (EDT)
482.58,549.42,Tue Jul 15 2014 13:54:00 GMT-0400 (EDT)
338.88,448.11,Tue Jul 15 2014 14:00:00 GMT-0400 (EDT)
453.71,399.38,Tue Jul 15 2014 14:06:00 GMT-0400 (EDT)
0,446.69,Tue Jul 15 2014 14:12:00 GMT-0400 (EDT)
537.49,358.15,Tue Jul 15 2014 14:18:00 GMT-0400 (EDT)
307.74,457.51,Tue Jul 15 2014 14:24:00 GMT-0400 (EDT)
318.02,530.33,Tue Jul 15 2014 14:30:00 GMT-0400 (EDT)
476.81,482.98,Tue Jul 15 2014 14:36:00 GMT-0400 (EDT)
370.25,538.77,Tue Jul 15 2014 14:42:00 GMT-0400 (EDT)
462.76,423.61,Tue Jul 15 2014 14:48:00 GMT-0400 (EDT)
307.89,531.46,Tue Jul 15 2014 14:54:00 GMT-0400 (EDT)
433.7,590.57,Tue Jul 15 2014 15:00:00 GMT-0400 (EDT)
318.61,537.66,Tue Jul 15 2014 15:06:00 GMT-0400 (EDT)
354.38,382.61,Tue Jul 15 2014 15:12:00 GMT-0400 (EDT)
439.24,524.29,Tue Jul 15 2014 15:18:00 GMT-0400 (EDT)
0,444,Tue Jul 15 2014 15:24:00 GMT-0400 (EDT)
411.99,479.12,Tue Jul 15 2014 15:30:00 GMT-0400 (EDT)
368.28,454.44,Tue Jul 15 2014 15:36:00 GMT-0400 (EDT)
361.03,608.81,Tue Jul 15 2014 15:42:00 GMT-0400 (EDT)
431.06,378.22,Tue Jul 15 2014 15:48:00 GMT-0400 (EDT)
424.06,495.82,Tue Jul 15 2014 15:54:00 GMT-0400 (EDT)
0,469.97,Tue Jul 15 2014 16:00:00 GMT-0400 (EDT)
422.72,389.41,Tue Jul 15 2014 16:06:00 GMT-0400 (EDT)
516.8,491.3,Tue Jul 15 2014 16:12:00 GMT-0400 (EDT)
474.18,435.68,Tue Jul 15 2014 16:18:00 GMT-0400 (EDT)
346.64,557.78,Tue Jul 15 2014 16:24:00 GMT-0400 (EDT)
551.02,362.49,Tue Jul 15 2014 16:30:00 GMT-0400 (EDT)
551.76,514.03,Tue Jul 15 2014 16:36:00 GMT-0400 (EDT)
543.43,521.68,Tue Jul 15 2014 16:42:00 GMT-0400 (EDT)
403.11,372.48,Tue Jul 15 2014 16:48:00 GMT-0400 (EDT)
472.88,578.25,Tue Jul 15 2014 16:54:00 GMT-0400 (EDT)
518.67,579.01,Tue Jul 15 2014 17:00:00 GMT-0400 (EDT)
410.6,550.81,Tue Jul 15 2014 17:06:00 GMT-0400 (EDT)
494.82,602.35,Tue Jul 15 2014 17:12:00 GMT-0400 (EDT)
529.49,527.27,Tue Jul 15 2014 17:18:00 GMT-0400 (EDT)
485.7,621.53,Tue Jul 15 2014 17:24:00 GMT-0400 (EDT)
453.14,547.87,Tue Jul 15 2014 17:30:00 GMT-0400 (EDT)
560.11,363.51,Tue Jul 15 2014 17:36:00 GMT-0400 (EDT)
544.9,351.85,Tue Jul 15 2014 17:42:00 GMT-0400 (EDT)
341.13,576.95,Tue Jul 15 2014 17:48:00 GMT-0400 (EDT)
431.71,444.02,Tue Jul 15 2014 17:54:00 GMT-0400 (EDT)
389.99,424.37,Tue Jul 15 2014 18:00:00 GMT-0400 (EDT)
341.02,378.83,Tue Jul 15 2014 18:06:00 GMT-0400 (EDT)
393.57,398.54,Tue Jul 15 2014 18:12:00 GMT-0400 (EDT)
409.86,455.6,Tue Jul 15 2014 18:18:00 GMT-0400 (EDT)
545.24,581.32,Tue Jul 15 2014 18:24:00 GMT-0400 (EDT)
361.94,560.36,Tue Jul 15 2014 18:30:00 GMT-0400 (EDT)
0,617.77,Tue Jul 15 2014 18:36:00 GMT-0400 (EDT)
0,541.4,Tue Jul 15 2014 18:42:00 GMT-0400 (EDT)
527.97,444.88,Tue Jul 15 2014 18:48:00 GMT-0400 (EDT)
385.54,500.22,Tue Jul 15 2014 18:54:00 GMT-0400 (EDT)
415.1,557.68,Tue Jul 15 2014 19:00:00 GMT-0400 (EDT)
535.19,605.21,Tue Jul 15 2014 19:06:00 GMT-0400 (EDT)
467.69,386.6,Tue Jul 15 2014 19:12:00 GMT-0400 (EDT)
526.4,411.66,Tue Jul 15 2014 19:18:00 GMT-0400 (EDT)
450.84,443.33,Tue Jul 15 2014 19:24:00 GMT-0400 (EDT)
