Force,Position,date
6,606.29,Mon Jul 14 2014 12:36:00 GMT-0400 (EDT)
295.72,614.9,Mon Jul 14 2014 12:42:00 GMT-0400 (EDT)
112.07,580.79,Mon Jul 14 2014 12:48:00 GMT-0400 (EDT)
0,432.6,Mon Jul 14 2014 12:54:00 GMT-0400 (EDT)
196.91,542.56,Mon Jul 14 2014 13:00:00 GMT-0400 (EDT)
127.82,400.71,Mon Jul 14 2014 13:06:00 GMT-0400 (EDT)
94.64,455.93,Mon Jul 14 2014 13:12:00 GMT-0400 (EDT)
186.23,594.03,Mon Jul 14 2014 13:18:00 GMT-0400 (EDT)
132.58,602.71,Mon Jul 14 2014 13:24:00 GMT-0400 (EDT)
56.42,660.16,Mon Jul 14 2014 13:30:00 GMT-0400 (EDT)
124.17,421.98,Mon Jul 14 2014 13:36:00 GMT-0400 (EDT)
127.57,621.83,Mon Jul 14 2014 13:42:00 GMT-0400 (EDT)
12,613.93,Mon Jul 14 2014 13:48:00 GMT-0400 (EDT)
125.09,443.14,Mon Jul 14 2014 13:54:00 GMT-0400 (EDT)
269.82,511.02,Mon Jul 14 2014 14:00:00 GMT-0400 (EDT)
87.62,380.12,Mon Jul 14 2014 14:06:00 GMT-0400 (EDT)
94.22,617.17,Mon Jul 14 2014 14:12:00 GMT-0400 (EDT)
229.5,560.2,Mon Jul 14 2014 14:18:00 GMT-0400 (EDT)
86.54,623.99,Mon Jul 14 2014 14:24:00 GMT-0400 (EDT)
113.19,407.81,Mon Jul 14 2014 14:30:00 GMT-0400 (EDT)
266.64,657.17,Mon Jul 14 2014 14:36:00 GMT-0400 (EDT)
66.09,458.23,Mon Jul 14 2014 14:42:00 GMT-0400 (EDT)
1,439.99,Mon Jul 14 2014 14:48:00 GMT-0400 (EDT)
138.81,444.81,Mon Jul 14 2014 14:54:00 GMT-0400 (EDT)
116.85,627.46,Mon Jul 14 2014 15:00:00 GMT-0400 (EDT)
117.61,531.89,Mon Jul 14 2014 15:06:00 GMT-0400 (EDT)
278.43,645.3,Mon Jul 14 2014 15:12:00 GMT-0400 (EDT)
129.58,594.34,Mon Jul 14 2014 15:18:00 GMT-0400 (EDT)
21.67,383.64,Mon Jul 14 2014 15:24:00 GMT-0400 (EDT)
139.85,596.16,Mon Jul 14 2014 15:30:00 GMT-0400 (EDT)
186.76,390.96,Mon Jul 14 2014 15:36:00 GMT-0400 (EDT)
106.18,640.74,Mon Jul 14 2014 15:42:00 GMT-0400 (EDT)
140.2,544.45,Mon Jul 14 2014 15:48:00 GMT-0400 (EDT)
202.1,573.06,Mon Jul 14 2014 15:54:00 GMT-0400 (EDT)
113.39,673.86,Mon Jul 14 2014 16:00:00 GMT-0400 (EDT)
133.41,503.55,Mon Jul 14 2014 16:06:00 GMT-0400 (EDT)
254.17,530.83,Mon Jul 14 2014 16:12:00 GMT-0400 (EDT)
99.2,434.76,Mon Jul 14 2014 16:18:00 GMT-0400 (EDT)
105.22,507.42,Mon Jul 14 2014 16:24:00 GMT-0400 (EDT)
308.07,536.87,Mon Jul 14 2014 16:30:00 GMT-0400 (EDT)
25.39,501.22,Mon Jul 14 2014 16:36:00 GMT-0400 (EDT)
112.04,500.3,Mon Jul 14 2014 16:42:00 GMT-0400 (EDT)
312.76,409.14,Mon Jul 14 2014 16:48:00 GMT-0400 (EDT)
67.73,642.53,Mon Jul 14 2014 16:54:00 GMT-0400 (EDT)
27.74,423.29,Mon Jul 14 2014 17:00:00 GMT-0400 (EDT)
210.9,673.65,Mon Jul 14 2014 17:06:00 GMT-0400 (EDT)
125.59,476.98,Mon Jul 14 2014 17:12:00 GMT-0400 (EDT)
91.74,587.48,Mon Jul 14 2014 17:18:00 GMT-0400 (EDT)
216.53,529.78,Mon Jul 14 2014 17:24:00 GMT-0400 (EDT)
154.78,545.19,Mon Jul 14 2014 17:30:00 GMT-0400 (EDT)
46.15,500.77,Mon Jul 14 2014 17:36:00 GMT-0400 (EDT)
138,631.42,Mon Jul 14 2014 17:42:00 GMT-0400 (EDT)
202.33,592.19,Mon Jul 14 2014 17:48:00 GMT-0400 (EDT)
0,444.8,Mon Jul 14 2014 17:54:00 GMT-0400 (EDT)
144.96,512.61,Mon Jul 14 2014 18:00:00 GMT-0400 (EDT)
175.28,589.46,Mon Jul 14 2014 18:06:00 GMT-0400 (EDT)
88.08,575.42,Mon Jul 14 2014 18:12:00 GMT-0400 (EDT)
139.83,402.28,Mon Jul 14 2014 18:18:00 GMT-0400 (EDT)
272.97,463.33,Mon Jul 14 2014 18:24:00 GMT-0400 (EDT)
77.55,445.7,Mon Jul 14 2014 18:30:00 GMT-0400 (EDT)
120.41,422.96,Mon Jul 14 2014 18:36:00 GMT-0400 (EDT)
141.51,621.81,Mon Jul 14 2014 18:42:00 GMT-0400 (EDT)
80.76,505.47,Mon Jul 14 2014 18:48:00 GMT-0400 (EDT)
85.73,569.46,Mon Jul 14 2014 18:54:00 GMT-0400 (EDT)
295.06,480.47,Mon Jul 14 2014 19:00:00 GMT-0400 (EDT)
80.29,667.37,Mon Jul 14 2014 19:06:00 GMT-0400 (EDT)
45.01,504,Mon Jul 14 2014 19:12:00 GMT-0400 (EDT)
224.08,490.86,Mon Jul 14 2014 19:18:00 GMT-0400 (EDT)
127.47,417.79,Mon Jul 14 2014 19:24:00 GMT-0400 (EDT)
81.36,418.51,Mon Jul 14 2014 19:30:00 GMT-0400 (EDT)
290.29,659.92,Mon Jul 14 2014 19:36:00 GMT-0400 (EDT)
168.84,476.11,Mon Jul 14 2014 19:42:00 GMT-0400 (EDT)
112.56,617.01,Mon Jul 14 2014 19:48:00 GMT-0400 (EDT)
202.22,478.43,Mon Jul 14 2014 19:54:00 GMT-0400 (EDT)
154.54,571.21,Mon Jul 14 2014 20:00:00 GMT-0400 (EDT)
51.27,482.33,Mon Jul 14 2014 20:06:00 GMT-0400 (EDT)
162,477.66,Mon Jul 14 2014 20:12:00 GMT-0400 (EDT)
201.93,529.98,Mon Jul 14 2014 20:18:00 GMT-0400 (EDT)
0,497.59,Mon Jul 14 2014 20:24:00 GMT-0400 (EDT)
154.33,475.39,Mon Jul 14 2014 20:30:00 GMT-0400 (EDT)
247.93,421.98,Mon Jul 14 2014 20:36:00 GMT-0400 (EDT)
143.52,542.59,Mon Jul 14 2014 20:42:00 GMT-0400 (EDT)
138.07,424.44,Mon Jul 14 2014 20:48:00 GMT-0400 (EDT)
327.15,698.15,Mon Jul 14 2014 20:54:00 GMT-0400 (EDT)
93.02,601.19,Mon Jul 14 2014 21:00:00 GMT-0400 (EDT)
74.88,464.54,Mon Jul 14 2014 21:06:00 GMT-0400 (EDT)
241.43,510.99,Mon Jul 14 2014 21:12:00 GMT-0400 (EDT)
116.15,522.01,Mon Jul 14 2014 21:18:00 GMT-0400 (EDT)
64.03,612.45,Mon Jul 14 2014 21:24:00 GMT-0400 (EDT)
276.29,649.88,Mon Jul 14 2014 21:30:00 GMT-0400 (EDT)
136.38,465.37,Mon Jul 14 2014 21:36:00 GMT-0400 (EDT)
116.49,643.56,Mon Jul 14 2014 21:42:00 GMT-0400 (EDT)
161.18,667.71,Mon Jul 14 2014 21:48:00 GMT-0400 (EDT)
154.17,630.06,Mon Jul 14 2014 21:54:00 GMT-0400 (EDT)
131.42,485.1,Mon Jul 14 2014 22:00:00 GMT-0400 (EDT)
263.84,518.99,Mon Jul 14 2014 22:06:00 GMT-0400 (EDT)
192.72,482.59,Mon Jul 14 2014 22:12:00 GMT-0400 (EDT)
80.41,443.06,Mon Jul 14 2014 22:18:00 GMT-0400 (EDT)
169.76,660.9,Mon Jul 14 2014 22:24:00 GMT-0400 (EDT)
236.75,459.28,Mon Jul 14 2014 22:30:00 GMT-0400 (EDT)
123.21,594.63,Mon Jul 14 2014 22:36:00 GMT-0400 (EDT)
163.89,524.1,Mon Jul 14 2014 22:42:00 GMT-0400 (EDT)
318.75,624.41,Mon Jul 14 2014 22:48:00 GMT-0400 (EDT)
13.37,597.91,Mon Jul 14 2014 22:54:00 GMT-0400 (EDT)
146.39,477.39,Mon Jul 14 2014 23:00:00 GMT-0400 (EDT)
171.94,626.98,Mon Jul 14 2014 23:06:00 GMT-0400 (EDT)
84.53,631.13,Mon Jul 14 2014 23:12:00 GMT-0400 (EDT)
87.99,636.57,Mon Jul 14 2014 23:18:00 GMT-0400 (EDT)
290.28,447.87,Mon Jul 14 2014 23:24:00 GMT-0400 (EDT)
145.41,642.35,Mon Jul 14 2014 23:30:00 GMT-0400 (EDT)
37.02,709.68,Mon Jul 14 2014 23:36:00 GMT-0400 (EDT)
241.15,605.6,Mon Jul 14 2014 23:42:00 GMT-0400 (EDT)
137.19,475.14,Mon Jul 14 2014 23:48:00 GMT-0400 (EDT)
59.02,558.14,Mon Jul 14 2014 23:54:00 GMT-0400 (EDT)
199.46,628.1,Tue Jul 15 2014 00:00:00 GMT-0400 (EDT)
174.09,709.16,Tue Jul 15 2014 00:06:00 GMT-0400 (EDT)
132.74,640.7,Tue Jul 15 2014 00:12:00 GMT-0400 (EDT)
255.1,669.38,Tue Jul 15 2014 00:18:00 GMT-0400 (EDT)
187.42,566.39,Tue Jul 15 2014 00:24:00 GMT-0400 (EDT)
118.05,552.89,Tue Jul 15 2014 00:30:00 GMT-0400 (EDT)
235.6,554.79,Tue Jul 15 2014 00:36:00 GMT-0400 (EDT)
212.91,493.02,Tue Jul 15 2014 00:42:00 GMT-0400 (EDT)
22.42,551.28,Tue Jul 15 2014 00:48:00 GMT-0400 (EDT)
173.63,667.07,Tue Jul 15 2014 00:54:00 GMT-0400 (EDT)
230.04,534.82,Tue Jul 15 2014 01:00:00 GMT-0400 (EDT)
31.99,461.71,Tue Jul 15 2014 01:06:00 GMT-0400 (EDT)
146.1,666.81,Tue Jul 15 2014 01:12:00 GMT-0400 (EDT)
238.68,460.29,Tue Jul 15 2014 01:18:00 GMT-0400 (EDT)
138.73,473.34,Tue Jul 15 2014 01:24:00 GMT-0400 (EDT)
124.48,615.72,Tue Jul 15 2014 01:30:00 GMT-0400 (EDT)
328.35,696.04,Tue Jul 15 2014 01:36:00 GMT-0400 (EDT)
164.17,525.3,Tue Jul 15 2014 01:42:00 GMT-0400 (EDT)
42.58,481.14,Tue Jul 15 2014 01:48:00 GMT-0400 (EDT)
352.4,589.05,Tue Jul 15 2014 01:54:00 GMT-0400 (EDT)
152.35,506.08,Tue Jul 15 2014 02:00:00 GMT-0400 (EDT)
161.24,470.74,Tue Jul 15 2014 02:06:00 GMT-0400 (EDT)
300.12,551.62,Tue Jul 15 2014 02:12:00 GMT-0400 (EDT)
185.57,572.34,Tue Jul 15 2014 02:18:00 GMT-0400 (EDT)
165.14,733.52,Tue Jul 15 2014 02:24:00 GMT-0400 (EDT)
276.44,543.52,Tue Jul 15 2014 02:30:00 GMT-0400 (EDT)
216.72,650.57,Tue Jul 15 2014 02:36:00 GMT-0400 (EDT)
52.2,687.88,Tue Jul 15 2014 02:42:00 GMT-0400 (EDT)
231.43,587.99,Tue Jul 15 2014 02:48:00 GMT-0400 (EDT)
270.18,480.26,Tue Jul 15 2014 02:54:00 GMT-0400 (EDT)
4.21,516.63,Tue Jul 15 2014 03:00:00 GMT-0400 (EDT)
184.53,603.11,Tue Jul 15 2014 03:06:00 GMT-0400 (EDT)
225.25,743.81,Tue Jul 15 2014 03:12:00 GMT-0400 (EDT)
135.38,684.38,Tue Jul 15 2014 03:18:00 GMT-0400 (EDT)
158.12,678.87,Tue Jul 15 2014 03:24:00 GMT-0400 (EDT)
287.37,662.46,Tue Jul 15 2014 03:30:00 GMT-0400 (EDT)
102.86,507.29,Tue Jul 15 2014 03:36:00 GMT-0400 (EDT)
146.56,452.59,Tue Jul 15 2014 03:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 03:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 03:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 04:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 05:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 06:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 07:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 08:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 09:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 10:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 11:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 12:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 13:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 14:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 15:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 16:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 17:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 18:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 19:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:00:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:06:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:12:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:18:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:24:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:30:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:36:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:42:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:48:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 20:54:00 GMT-0400 (EDT)
0,0,Tue Jul 15 2014 21:00:00 GMT-0400 (EDT)
